team,epa_pass,epa_rush,yards_per_game,scoring_per_game,scoring_pct,epa_pass_grade,epa_rush_grade,yards_per_game_grade,scoring_per_game_grade,scoring_pct_grade,overall_grade
ARI,0.002297555924905471,-0.059079269295059106,325.88235294117646,20.058823529411764,0.3815028901734104,45.54724851598363,23.08559434231819,49.03546890344881,29.880586819339534,33.282345096790934,36.269656368812214
ATL,-0.013172064414485025,-0.03143512628924203,333.2352941176471,20.41176470588235,0.3858695652173913,41.059566030538726,37.10871834243877,56.70508877577786,32.94472387223353,35.874515500279394,41.05948517287459
BAL,-0.03502695970646122,0.09956107267048876,332.29411764705884,24.235294117647058,0.43258426966292135,34.926601813728055,94.51921636758304,55.73130951562641,68.95371498464173,65.18855148326286,63.817314593707685
BUF,0.159919139263954,0.11018260841343365,376.52941176470586,27.58823529411765,0.4514285714285714,85.34638545757124,96.04833981038598,90.41474771380153,90.57988529863617,75.61147894395248,89.10875581387211
CAR,-0.04982038479147208,-0.026204591484137105,295.70588235294116,17.58823529411765,0.35542168674698793,30.97783276158006,40.05373466568055,20.711897834957032,12.868601182645738,19.707741992018047,26.44476585953751
CHI,0.08020325625508656,0.07857226260096674,369.5882352941176,25.235294117647058,0.44086021505376344,67.83536237662831,90.16249388295674,86.93475230930464,77.01476771821474,69.97496822835075,79.28686489323522
CIN,-0.026592123417829613,0.024556195901173656,329.4117647058824,24.0,0.46111111111111114,37.25703069257781,68.98721736044384,52.730007514076185,66.89226119708722,80.22746202611076,58.50826195809917
CLE,-0.2882166655292788,-0.047805172373772215,262.2352941176471,15.0,0.27692307692307694,1.2039979789309152,28.433151696952308,4.501646797212411,3.868030723290822,1.7166319773008976,9.25488612080154
DAL,0.1600867937757364,0.005030741165492432,392.1764705882353,26.647058823529413,0.4858757062146893,85.37476822471754,58.237725083664635,95.69521897324827,86.10226656151723,89.40851091781703,81.20347152583034
DEN,0.08349088529900328,0.00043017963496003143,343.11764705882354,22.88235294117647,0.37566137566137564,68.6999346901953,55.57633498016966,66.57947851086016,56.487711167667186,29.937672644479896,58.676272617744694
DET,0.16806008749358456,-0.04335701691723962,373.1764705882353,27.705882352941178,0.44919786096256686,86.68204323001416,30.69468686807495,88.82969239161775,91.0545142888797,74.47113278386068,72.76813713900785
GB,0.22903165600100497,-0.010151662744850179,332.8235294117647,23.0,0.437125748502994,94.0792176456482,49.37848656290696,56.27952524445746,57.61859430287112,67.85134274502597,65.4291842361071
HOU,0.0360382145327114,-0.07794341264777528,327.11764705882354,22.352941176470587,0.43005181347150256,55.4548022408726,15.533851776273522,50.32923955442564,51.346144196863854,63.669431992811056,44.44918345382554
IND,0.0558260633705479,0.09404968738117676,346.11764705882354,27.058823529411764,0.5144508670520231,61.14864873298478,93.55896360522867,69.39559851706869,88.21341822412829,95.62454234617978,79.76116066741073
JAX,0.05919767130192426,-0.006308337171033678,337.3529411764706,26.235294117647058,0.43915343915343913,62.098851473751004,51.6357113537071,60.9101918917587,83.74736463389554,69.01223141076373,64.26637515307175
KC,0.03992575431355035,0.027252132600422852,320.88235294117646,21.294117647058822,0.43529411764705883,56.58627538001326,70.37391328123448,43.823176675461895,41.08165921065057,66.78745658306873,55.399760000841304
LA,0.22915007054383085,0.026218658529549296,394.6470588235294,29.764705882352942,0.49171270718232046,94.08951294643616,69.84569045139423,96.25623911992984,96.77066544415793,91.02896833471438,88.6920785957466
LAC,-0.054218769267836725,0.018746694524588384,333.94117647058823,21.529411764705884,0.4375,29.84238831574011,65.90765107558111,57.43279371393244,43.335213622934994,68.06696949900855,50.89780826510465
LV,-0.18695640680400075,-0.2604621470103272,245.2941176470588,14.058823529411764,0.2802197802197802,6.570728395215997,0.13498980316301035,1.6176891777311797,2.2934062991170068,1.9553587334767253,2.654184518312061
MIA,-0.00928056926896628,-0.02602135984231872,300.8235294117647,19.941176470588236,0.3728813559322034,42.17988838959461,40.15804403153269,24.758931589980428,28.88875937410414,28.401349226675826,34.154156220766325
MIN,-0.18831368887682262,-0.014919550904399535,275.2352941176471,19.529411764705884,0.3804347826086957,6.443615677421372,46.5818244487032,8.788240971290644,25.54505840482617,32.65970215465639,23.388990122220147
NE,0.2859095400022441,0.007748121155745931,379.5882352941176,27.176470588235293,0.4715909090909091,97.62166384113956,59.79296312890789,91.71052785922562,88.77258747470988,84.57861143893093,83.90814095319206
